Poskytovateľ,Dataset,Zobrazenia,Rok
"Zoznam krajín, verzia Dop 5-04",Štatistický úrad SR,105,2022
Zoznamy uzavretých zmlúv,Regionálny úrad verejného zdravotníctva Liptovský Mikuláš,104,2022
Zoznam organizácií mesta Prešov,Mesto Prešov,104,2022
Doprava - mestá,Štatistický úrad SR,104,2022
Zoznam železničných tratí v SR,Ministerstvo dopravy a výstavby SR,104,2022
Výročná správa o činnosti RÚVZ v Topoľčanoch,Regionálny úrad verejného zdravotníctva Topoľčany,104,2022
Choroby z povolania alebo ohrozenia chorobou z povolania v SR,"Národné centrum zdravotníckych informácií, Bratislava",104,2022
"Cestná doprava - infraštruktúra, motorové vozidlá, nehody",Štatistický úrad SR,103,2022
Dotácie na podporu cestovného ruchu,Ministerstvo dopravy a výstavby SR,103,2022
Register lietadiel,Ministerstvo dopravy a výstavby SR,103,2022
eGovernment služby Dátového centra obcí a miest,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,103,2022
Zoznam sudcov,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",103,2022
Zoznam prijímateľov pomoci v rámci  EPFRV za PRV SR 2014 – 2020 k 31. 12. 2016,Ministerstvo pôdohospodárstva a rozvoja vidieka SR,102,2022
Životné situácie a eGovernment služby vyšších územných celkov,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,102,2022
Prenájom nehnutelností MPSVR SR,"Ministerstvo práce, sociálnych vecí a rodiny SR",101,2022
MIRRI Kontaktné miesta (2021-04-20),Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,101,2022
Zoznam objednávok a faktúr,"Agentúra pre rozvoj vidieka, Nitra",101,2022
Objednávky tovarov a služieb RUVZ ZH,Regionálny úrad verejného zdravotníctva Žiar nad Hronom,101,2022
Fluktuácia štátnych zamestnancov od roku 2015 do 2020,Úrad vlády SR,100,2022
Finančné výkazy,Plemenárska inšpekcia SR Nitra,100,2022
Jadrová a čistá inflácia - oproti rovnakému obdobiu minulého roku v % [sp0008ms],Štatistický úrad SR,100,2022
Súvaha a účtovné závierky ARVI,"Agentúra pre rozvoj vidieka, Nitra",100,2022
Bilancia elektriny,Štatistický úrad SR,100,2022
"RÚVZ Martin-Register odborne spôsobilých osôb na vykonávanie EZČ v úpravniach vody, obsluha vodovodných zariadení",Regionálny úrad verejného zdravotníctva Martin,100,2022
Celkový príjem domácnosti - priemerné príjmy podľa krajov,Štatistický úrad SR,99,2022
Register schém minimálnej pomoci,"Protimonopolný úrad SR, Bratislava",99,2022
Register odborne spôsobilých osôb RUVZ ZH - potraviny,Regionálny úrad verejného zdravotníctva Žiar nad Hronom,99,2022
Štatistika riešenia podnetov a požiadaviek občanov mesta Prešov (k aktuálnemu dátumu),Mesto Prešov,99,2022
Register ad hoc štátnej pomoci,"Protimonopolný úrad SR, Bratislava",98,2022
Pozemná komunikácia - dopravné značky zvislé,Slovenská správa ciest,98,2022
Štatistika kriminality v Slovenskej republike za rok 2004,Ministerstvo vnútra SR,98,2022
Zoznam udelených akreditácií pre KURZY PRVEJ POMOCI,Ministerstvo zdravotníctva SR,98,2022
Zoznamy subjektov s vyhlásenými rizikovými prácami v okresoch Lipt. Mikuláš a Ružomberok,Regionálny úrad verejného zdravotníctva Liptovský Mikuláš,97,2022
Zániky podnikov v SR podľa SK NACE Rev. 2 a veľkostnej kategórie počtu zamestnancov,Štatistický úrad SR,97,2022
Dotácie Environmenálneho fondu,Ministerstvo životného prostredia SR,96,2022
"Počet obyvateľov podľa pohlavia - SR-oblasť-kraj-okres, mestá, vidiek (ročne)",Štatistický úrad SR,96,2022
Plán nákladov a výnosov HMSP,"Hydromeliorácie, štátny podnik",96,2022
Posudzovanie vplyvov strategických dokumentov na životné prostredie (SEA),Slovenská agentúra životného prostredia Banská Bystrica,95,2022
Jadrová a čistá inflácia - zmena oproti predchádzajúcemu obdobiu v % [sp0007ms],Štatistický úrad SR,95,2022
Register lesných celkov (LC),Národné lesnícke centrum,95,2022
Žiadosti podľa zákona o slobode informácií podané na ÚPV SR,Úrad priemyselného vlastníctva Slovenskej republiky,95,2022
"Údaje o dosiahnutej skutočnosti z výkazu  ""Práca 2-040""",Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,95,2022
Počet občanov mesta Prešov podľa priezvisk  (k aktuálnemu dátumu),Mesto Prešov,95,2022
Indexy vekového zloženia - obce,Štatistický úrad SR,95,2022
Indexy celkového dovozu a vývozu podľa tried harmonizovaného systému,Štatistický úrad SR,95,2022
Strategické a iné dokumenty mesta Prešov,Mesto Prešov,94,2022
Údaje o obehu vecí na súdoch,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",94,2022
Sezónne očistené údaje zahraničného obchodu podľa mesiacov,Štatistický úrad SR,94,2022
Kritické nehodové lokality na cestnej sieti SR,Slovenská správa ciest,94,2022
Priemerná mesačná mzda v hospodárstve SR [pr0204qs],Štatistický úrad SR,94,2022
"Súhrnná správa o zákazkách so zmluvnými cenami vyššími ako 1 000,00 €",Ministerstvo pôdohospodárstva a rozvoja vidieka SR,94,2022
Správa o výsledkoch kontroly krmív za mesiac,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,93,2022
"Zoznam vybraných priemyselných výrobkov (PRODSLOV), verzia 2013",Štatistický úrad SR,93,2022
Zasadnutia Výborov mestských častí v meste Prešov,Mesto Prešov,93,2022
Hrubá pridaná hodnota,Štatistický úrad SR,93,2022
RegisterZmluv2017.xml,Regionálny úrad verejného zdravotníctva Bratislava,93,2022
"Priemerný vek osoby pri úmrtí podľa pohlavia - SR-oblasť-kraj-okres, mestá, vidiek",Štatistický úrad SR,93,2022
Prehľad objednávok,"Hydromeliorácie, štátny podnik",92,2022
Naplnenosť škôl a možnosti štúdia,Ministerstvo spravodlivosti SR,91,2022
Kapacity a výkony ubytovacích zariadení podľa krajov - ročné údaje,Štatistický úrad SR,91,2022
Dotácie v pôsobnosti MZVEZ SR  v rokoch 2019 a 2020,Ministerstvo zahraničných vecí a európskych záležitostí SR,91,2022
Trhová cena poľnohospodárskej pôdy,Národné poľnohospodárske a potravinárske centrum Lužianky,91,2022
Zoznam objednávok,Ministerstvo pôdohospodárstva a rozvoja vidieka SR,91,2022
Zoznam členov samosprávy mesta Prešov (od 15.12.2010 do aktuálneho dátumu),Mesto Prešov,91,2022
Dodávateľské zmluvy,"Lesopoľnohospodársky majetok Ulič, štátny podnik",91,2022
Lekárenské zariadenia v Nitrianskom kraji,Nitriansky samosprávny kraj,91,2022
Výsledky preferenčného hlasovania podľa územných obvodov okresných komisií,Štatistický úrad SR,91,2022
Spotreba NPK,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,90,2022
Dotácie na zníženie energetickej hospodárnosti budov,Ministerstvo dopravy a výstavby SR,90,2022
Chránené územia v Slovenskej republike,Štatistický úrad SR,90,2022
Zoznam vzájomne uznaných výrobkov na základe Nariadenia Európskeho parlamentu a Rady č. 764/2008,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,90,2022
038 Priebežné plnenie rozpočtu,Ministerstvo financií SR,90,2022
Klimatické podmienky,Štatistický úrad SR,90,2022
Počet občanov mesta Prešov podľa dňa narodenia (k aktuálnemu dátumu),Mesto Prešov,90,2022
Uznané zdroje LRM,Národné lesnícke centrum,90,2022
ÚV SR pre národnostné menšiny - dotácie za rok 2015,Úrad vlády SR,89,2022
Plán zverejňovania datasetov MZVaEZ SR,Ministerstvo zahraničných vecí a európskych záležitostí SR,89,2022
Zoznam pojednávaní na okresných a krajských súdoch v trestnej agende,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",89,2022
Faktúry za tovary a služby RUVZ ZH,Regionálny úrad verejného zdravotníctva Žiar nad Hronom,89,2022
Typ organizačnej jednotky,Štatistický úrad SR,89,2022
Register adries - geografická reprezentácia ulíc - cestné úseky,Ministerstvo vnútra SR,89,2022
Počty a podiely osôb podľa intervalov mesačného ekvivalentného disponibilného príjmu podľa krajov,Štatistický úrad SR,88,2022
Preprava osôb osobnou dopravou,Štatistický úrad SR,88,2022
Zoznam dodávateľov množiteľského materiálu,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,88,2022
Spotrebný kôš 2013 [sp0011rs],Štatistický úrad SR,88,2022
Inštitucionálne jednotky podľa ESNÚ95 a Štatistickej klasifikácie ekonomických činností k 31. 12. [og1001rs],Štatistický úrad SR,87,2022
Rozbory prípravkov na ochranu rastlín,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,87,2022
Lokálna štatistická územná jednotka 2 - obec,Štatistický úrad SR,87,2022
Štatistika kriminality v Slovenskej republike za rok 2001,Ministerstvo vnútra SR,87,2022
Počet prihlásení do schránok za mesiac od roku 2022,Národná agentúra pre sieťové a elektronické služby - NASES,87,2022
Agendy a eGovernment služby štátnej správy,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,87,2022
Štatistika kriminality v Slovenskej republike za rok 2007,Ministerstvo vnútra SR,86,2022
Miera nezamestnanosti podľa vzdelania a pohlavia - štvrťročné údaje (od roku 2021),Štatistický úrad SR,86,2022
Register verejných skladov na území SR,Ministerstvo pôdohospodárstva a rozvoja vidieka SR,86,2022
Prehľad projektov financovaných z eurofondov,Ministerstvo obrany SR,86,2022
Počty občanov mesta Prešov v jednotlivých rokoch (od 1.1.1996 do aktuálneho dátumu),Mesto Prešov,86,2022
Zoznam schválených-registrovaných krmivárskych podnikov,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,86,2022
"Vývoj indexov spotrebiteľských cien oproti rovnakému obdobiu minulého roku, štvrťroky [sp0010qs]",Štatistický úrad SR,86,2022
HC49 Súkromné domácnosti podľa typu a veľkosti,Štatistický úrad SR,86,2022
Počet občanov mesta Prešov podľa veku (k aktuálnemu dátumu),Mesto Prešov,86,2022
Zoznam žiadostí - právna ochrana odrody PBR,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,86,2022
Agendy a eGovernment služby Dátového centra obcí a miest,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,86,2022
Zoznam ukončených projektov pozemkových úprav (komplexných),Ministerstvo pôdohospodárstva a rozvoja vidieka SR,85,2022
008 Najžiadanejšie otvorené údaje,Ministerstvo financií SR,85,2022
Zoznam výrobcov a výrobkov so Značkou kvality,Ministerstvo pôdohospodárstva a rozvoja vidieka SR,85,2022
Právna forma organizácie,Štatistický úrad SR,85,2022
Telefónny zoznam v organizácii Štátne lesy Tatranského národného parku,Štátne lesy Tatranského národného parku Tatranská Lomnica,85,2022
Pozemná komunikácia - zoznam úsekov,Slovenská správa ciest,85,2022
Odchyt túlavých zvierat,Inštitút vzdelávania veterinárnych lekárov Košice,84,2022
Zoznam objednávok (2023-04-20),Úrad jadrového dozoru Slovenskej republiky,84,2022
Priemerná mesačná mzda podľa odvetví [pr0205qs],Štatistický úrad SR,84,2022
Odrodová skladba vinohradov v Slovenskej republike,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,84,2022
Pozemná komunikácia - miestopisný priebeh,Slovenská správa ciest,84,2022
Bilancia obnovitelných zdrojov palív a odpadov,Štatistický úrad SR,83,2022
Množstvo komunálneho odpadu podľa spôsobu nakladania (v tonách),Štatistický úrad SR,83,2022
Sociálny fond HMSP,"Hydromeliorácie, štátny podnik",83,2022
Štatistika kriminality v Slovenskej republike za rok 1999,Ministerstvo vnútra SR,83,2022
Register odbornej spôsobilosti - úpravne vody,Regionálny úrad verejného zdravotníctva so sídlom vo Veľkom Krtíši,83,2022
Register odborne spôsobilých osôb RUVZ ZH - starostlivosť o ľudské telo,Regionálny úrad verejného zdravotníctva Žiar nad Hronom,82,2022
Delimitácie poľnohospodárskych pozemkov,"LESY Slovenskej republiky, štátny podnik",82,2022
Zoznam žiadostí - predĺženie registrácie odrody PRO,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,81,2022
Pozemná komunikácia - usporiadanie jazdného pásu,Slovenská správa ciest,81,2022
Časový harmonogram vytvárania a sprístupňovania datasetov rezortu MPRV SR,Ministerstvo pôdohospodárstva a rozvoja vidieka SR,81,2022
Štvrťročné údaje HDP v stálych cenách vypočítaných reťazením objemov k referenčnému roku 2010 [nu0004qs],Štatistický úrad SR,81,2022
Register Všeobecne záväzných nariadení mesta Prešov (stav k aktuálnemu dátumu),Mesto Prešov,81,2022
"Činnosti nukleárnej medicíny, klinickej a radiačnej onkológie v SR","Národné centrum zdravotníckych informácií, Bratislava",81,2022
Export služieb IS,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,81,2022
Zoznam certifikovaných sušiarní,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,81,2022
Bilancia tepla,Štatistický úrad SR,81,2022
Štruktúra hnojív SR,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,80,2022
Otvorený softvér - Open source,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",80,2022
Register podaných petícii mesta Prešov (od 01.01.2015 do aktuálneho dátumu),Mesto Prešov,80,2022
Plnenie plánu nákladov a výnosov HMSP,"Hydromeliorácie, štátny podnik",80,2022
Centrálna evidencia hospodárskych zvierat,"Plemenárske služby Slovenskej republiky, štátny podnik",80,2022
Inštitucionálne subsektory ESÚ 2010,Štatistický úrad SR,80,2022
Zoznam zverejnených zmlúv,Múzeum vo Svätom Antone,79,2022
Vyhodnotenie nadspotreby u OMV na GR,"LESY Slovenskej republiky, štátny podnik",79,2022
Zoznam staníc a zastávok (.csv),"Železnice Slovenskej republiky, Bratislava v skrátenej forme ""ŽSR""",79,2022
Datasety Ministerstva spravodlivosti,"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",79,2022
"Zoznam využívaného otvoreného softvéru Hydromeliorácie, š.p.","Hydromeliorácie, štátny podnik",79,2022
Ročný výkaz o stave vybraných ukazovateľov obhospodarovania lesa,Národné lesnícke centrum,79,2022
Evidencia osvedčení o odbornej spôsobilosti na vyhotovenie programov starostlivosti o lesy (PSL),Ministerstvo pôdohospodárstva a rozvoja vidieka SR,79,2022
Zoznam datasetov NASES,Národná agentúra pre sieťové a elektronické služby - NASES,78,2022
Stavebná produkcia - Stavebná produkcia (podniková metóda) [st0001ms],Štatistický úrad SR,78,2022
